"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.226074219E3,6.129824480E-1
1.227539062E3,3.904913803E-1
1.229003906E3,4.895715881E-1
1.230468750E3,9.066742991E-1
1.231933594E3,4.054142318E-1
1.233398438E3,5.864823781E-1
1.234863281E3,1.084604194E0
1.236328125E3,2.794020751E-1
1.237792969E3,1.175901511E0
1.239257812E3,1.903533885E0
1.240722656E3,1.886941218E0
1.242187500E3,1.278754675E0
1.243652344E3,9.332590573E-1
1.245117188E3,1.351457299E0
1.246582031E3,9.249601769E-1
1.248046875E3,8.705080193E-1
1.249511719E3,9.981550248E-1
1.250976562E3,4.950172393E-1
1.252441406E3,8.023888877E-1
1.253906250E3,8.766893972E-2
1.255371094E3,9.764570536E-1
1.256835938E3,3.057905096E-1
1.258300781E3,9.667897934E-2
1.259765625E3,8.554775914E-1
1.261230469E3,9.039447348E-2
1.262695312E3,2.719047873E-1
1.264160156E3,3.458288757E-1
1.265625000E3,7.821492997E-1
1.267089844E3,1.457545081E0
1.268554688E3,1.013933038E0
1.270019531E3,6.347384065E-1
1.271484375E3,1.651108588E0
1.272949219E3,5.816145280E-1
1.274414062E3,1.201009957E0
1.275878906E3,8.783723582E-1
1.277343750E3,1.547005454E-1
1.278808594E3,5.167346766E-1
1.280273438E3,3.026053921E-1
1.281738281E3,3.154196689E-1
1.283203125E3,2.252186947E-1
1.284667969E3,1.510755331E0
1.286132812E3,2.135328394E0
1.287597656E3,1.470971577E0
1.289062500E3,1.379911981E0
1.290527344E3,1.677067642E0
1.291992188E3,1.231260955E0
1.293457031E3,1.769829734E0
1.294921875E3,1.404877193E0
1.296386719E3,1.553907038E0
1.297851562E3,3.959477574E-1
1.299316406E3,6.512807514E-1
1.300781250E3,8.270985805E-1
1.302246094E3,1.320297966E0
1.303710938E3,1.131875526E0
1.305175781E3,9.686499592E-2
1.306640625E3,5.451498283E-1
1.308105469E3,9.170241194E-1
1.309570312E3,6.821121935E-1
1.311035156E3,4.254195264E-1
1.312500000E3,8.044494686E-1
1.313964844E3,7.250902289E-1
1.315429688E3,1.203229936E0
1.316894531E3,1.878148971E0
1.318359375E3,5.865836138E-1
1.319824219E3,9.776667777E-1
1.321289062E3,1.289766555E0
1.322753906E3,8.451567671E-1
1.324218750E3,4.214788987E-1
1.325683594E3,1.239349077E0
1.327148438E3,1.871695916E0
1.328613281E3,9.352272925E-1
1.330078125E3,1.065296176E0
1.331542969E3,1.728832211E0
1.333007812E3,1.696767883E0
1.334472656E3,1.142570325E0
1.335937500E3,7.446932672E-1
1.337402344E3,3.283942125E-1
1.338867188E3,1.112333558E0
1.340332031E3,1.468474392E0
1.341796875E3,8.931686376E-1
1.343261719E3,9.225216412E-1
1.344726562E3,1.854595092E0
1.346191406E3,6.233051143E-1
1.347656250E3,6.504926304E-1
1.349121094E3,2.079516379E0
1.350585938E3,1.314345100E0
1.352050781E3,1.011597018E0
1.353515625E3,5.684428587E-1
1.354980469E3,8.302669653E-1
1.356445312E3,6.141354981E-1
1.357910156E3,1.023300938E0
1.359375000E3,1.630063487E0
1.360839844E3,1.779276626E0
1.362304688E3,1.115118323E0
1.363769531E3,1.713276364E-2
1.365234375E3,5.385267447E-1
1.366699219E3,7.067037502E-1
1.368164062E3,8.058291233E-1
1.369628906E3,8.828243072E-1
1.371093750E3,5.949135727E-1
1.372558594E3,7.304028569E-1
1.374023438E3,2.888736912E-1
1.375488281E3,8.447007320E-1
1.376953125E3,3.018499218E-1
1.378417969E3,7.486209190E-1
1.379882812E3,8.059959303E-1
1.381347656E3,9.715143515E-1
1.382812500E3,1.106571016E0
1.384277344E3,1.309934207E-1
1.385742188E3,1.963488091E-1
1.387207031E3,4.386226980E-1
1.388671875E3,6.760551866E-1
1.390136719E3,4.571767898E-1
1.391601562E3,1.617572185E0
1.393066406E3,1.096512457E0
1.394531250E3,6.051633123E-1
1.395996094E3,1.442941694E0
1.397460938E3,1.254375980E0
1.398925781E3,4.209292527E-1
1.400390625E3,4.681202018E-1
1.401855469E3,1.142311358E0
1.403320312E3,8.820490049E-1
1.404785156E3,1.015316017E0
1.406250000E3,1.095920119E0
1.407714844E3,6.789244122E-1
1.409179688E3,9.966349168E-1
1.410644531E3,7.498554506E-1
1.412109375E3,7.661512826E-1
1.413574219E3,1.671156514E0
1.415039062E3,1.106490744E0
1.416503906E3,6.169820282E-1
1.417968750E3,1.643501999E0
1.419433594E3,1.497736709E0
1.420898438E3,1.255552243E0
1.422363281E3,2.747896952E-1
1.423828125E3,4.270964813E-1
1.425292969E3,6.473667735E-1
1.426757812E3,1.012968506E0
1.428222656E3,1.480476638E0
1.429687500E3,1.491074911E0
1.431152344E3,1.584174439E0
1.432617188E3,4.166781185E-1
1.434082031E3,1.642811241E0
1.435546875E3,2.337458872E0
1.437011719E3,1.967293765E0
1.438476562E3,9.553820145E-1
1.439941406E3,5.745401489E-1
1.441406250E3,3.659043515E-1
1.442871094E3,7.016923917E-1
1.444335938E3,6.644812775E-1
1.445800781E3,6.658118668E-1
1.447265625E3,9.945119562E-1
1.448730469E3,8.826116680E-1
1.450195312E3,8.922609860E-1
1.451660156E3,1.330867740E0
1.453125000E3,1.375049904E0
1.454589844E3,2.149182205E-1
1.456054688E3,5.194676912E-1
1.457519531E3,6.293867110E-1
1.458984375E3,1.920565992E0
1.460449219E3,1.897389080E0
1.461914062E3,1.576999063E0
1.463378906E3,1.247095542E0
1.464843750E3,1.046937267E0
1.466308594E3,2.600867379E0
1.467773438E3,2.368735511E0
1.469238281E3,1.324742031E0
1.470703125E3,1.673272220E0
1.472167969E3,6.265798130E-1
1.473632812E3,8.525748122E-1
1.475097656E3,9.488903536E-1
1.476562500E3,1.352192284E0
1.478027344E3,8.873998413E-1
1.479492188E3,4.527968884E-1
1.480957031E3,1.235892502E0
1.482421875E3,1.649101270E0
1.483886719E3,1.198423817E0
1.485351562E3,2.440101203E-1
1.486816406E3,1.128189225E0
1.488281250E3,8.140846928E-1
1.489746094E3,1.782134030E0
1.491210938E3,1.821588297E0
1.492675781E3,1.995481668E0
1.494140625E3,9.950496388E-1
1.495605469E3,3.871263155E-1
1.497070312E3,6.247245224E-1
1.498535156E3,6.552140124E-1
1.500000000E3,4.568897918E-1
1.501464844E3,3.492016969E-1
1.502929688E3,3.959654921E-1
1.504394531E3,6.332449537E-1
1.505859375E3,5.669102863E-1
1.507324219E3,1.168091343E0
1.508789062E3,8.220365506E-1
1.510253906E3,6.981947828E-1
1.511718750E3,7.104936145E-1
1.513183594E3,6.825961975E-1
1.514648438E3,1.582779340E0
1.516113281E3,1.925641369E0
1.517578125E3,1.958459573E0
1.519042969E3,1.406461044E0
1.520507812E3,1.210495151E0
1.521972656E3,8.340963542E-1
1.523437500E3,1.168546086E0
1.524902344E3,5.808166334E-1
1.526367188E3,1.141844476E0
1.527832031E3,8.670318397E-1
1.529296875E3,1.434304670E0
1.530761719E3,1.734904516E0
1.532226562E3,1.409561146E0
1.533691406E3,9.024861932E-1
1.535156250E3,5.147593877E-1
1.536621094E3,9.085851651E-1
1.538085938E3,1.142311629E0
1.539550781E3,4.837648265E-1
1.541015625E3,1.153342449E0
1.542480469E3,1.504974016E0
1.543945312E3,1.254210138E0
1.545410156E3,1.418112021E0
1.546875000E3,1.861594321E0
1.548339844E3,1.690559080E0
1.549804688E3,7.481925496E-1
1.551269531E3,4.819102422E-1
1.552734375E3,1.270399166E0
1.554199219E3,1.326034660E0
1.555664062E3,8.043762437E-1
1.557128906E3,1.654860628E0
1.558593750E3,2.458039194E0
1.560058594E3,2.361632859E0
1.561523438E3,1.943380201E0
1.562988281E3,1.529412967E0
1.564453125E3,1.162228951E0
1.565917969E3,1.144916650E0
1.567382812E3,1.228811099E0
1.568847656E3,1.821927430E0
1.570312500E3,1.460561154E0
1.571777344E3,1.412296086E0
1.573242188E3,6.263829526E-1
1.574707031E3,2.294783930E-1
1.576171875E3,1.129660948E0
1.577636719E3,1.420242950E0
1.579101562E3,1.654421053E0
1.580566406E3,1.867746212E0
1.582031250E3,1.065382940E0
1.583496094E3,1.182344477E0
1.584960938E3,1.194794433E0
1.586425781E3,6.625440665E-1
1.587890625E3,1.264268079E0
1.589355469E3,9.224296292E-1
1.590820312E3,5.788066953E-1
1.592285156E3,1.010489052E0
1.593750000E3,8.058812203E-1
1.595214844E3,2.945048355E-1
1.596679688E3,9.835653497E-1
1.598144531E3,1.581450462E0
1.599609375E3,1.698754627E0
1.601074219E3,9.218376617E-1
1.602539062E3,1.740878788E0
1.604003906E3,1.576102090E0
1.605468750E3,1.077988169E0
1.606933594E3,4.458257772E-1
1.608398438E3,3.113188831E-1
1.609863281E3,3.222369762E-1
1.611328125E3,5.062581362E-1
1.612792969E3,6.480440475E-1
1.614257812E3,6.765141511E-1
1.615722656E3,9.006504940E-1
1.617187500E3,1.551052281E0
1.618652344E3,1.235092651E0
1.620117188E3,8.329073876E-1
1.621582031E3,5.860862136E-1
1.623046875E3,5.752443155E-1
1.624511719E3,1.170060369E0
1.625976562E3,8.521198674E-1
1.627441406E3,3.016147852E-1
1.628906250E3,5.981957292E-1
1.630371094E3,3.085161819E-1
1.631835938E3,8.783911946E-1
1.633300781E3,1.422002168E0
1.634765625E3,3.718198044E-1
1.636230469E3,4.041751511E-1
1.637695312E3,7.707578089E-2
1.639160156E3,4.344460888E-1
1.640625000E3,2.045593304E-1
1.642089844E3,4.465307084E-1
1.643554688E3,4.134797502E-1
1.645019531E3,7.147543039E-1
1.646484375E3,3.112403804E-1
1.647949219E3,1.356724614E0
1.649414062E3,4.229874917E-1
1.650878906E3,6.381594382E-1
1.652343750E3,1.525081195E0
1.653808594E3,1.226764257E0
1.655273438E3,8.888596295E-1
1.656738281E3,6.848304490E-1
1.658203125E3,3.887138254E-1
1.659667969E3,1.655185421E0
1.661132812E3,1.503492203E0
1.662597656E3,1.815249466E0
1.664062500E3,1.011340193E0
1.665527344E3,6.912012809E-1
1.666992188E3,2.243293532E-1
1.668457031E3,4.250742358E-1
1.669921875E3,6.585708216E-1
1.671386719E3,4.466579268E-1
1.672851562E3,5.234547659E-1
1.674316406E3,1.042572358E0
1.675781250E3,9.937283401E-1
1.677246094E3,1.400787718E0
1.678710938E3,1.487866647E0
1.680175781E3,1.599882456E0
1.681640625E3,1.300210925E0
1.683105469E3,1.506657405E0
1.684570312E3,1.932752364E0
1.686035156E3,1.464969884E0
1.687500000E3,1.537517052E0
1.688964844E3,2.135711073E0
1.690429688E3,2.080868771E0
1.691894531E3,1.647977319E0
1.693359375E3,5.817639144E-1
1.694824219E3,8.950763882E-1
1.696289062E3,1.464880384E0
1.697753906E3,8.359301851E-1
1.699218750E3,7.668808494E-1
1.700683594E3,5.111440834E-1
1.702148438E3,1.407314572E-1
1.703613281E3,2.019961281E-1
1.705078125E3,8.665434799E-1
1.706542969E3,1.297288375E0
1.708007812E3,9.250099089E-1
1.709472656E3,4.384763593E-1
1.710937500E3,3.025405668E-1
1.712402344E3,5.870049549E-1
1.713867188E3,2.197700767E-1
1.715332031E3,4.136066567E-1
1.716796875E3,5.314619855E-1
1.718261719E3,2.839169624E-1
1.719726562E3,9.565819745E-1
1.721191406E3,6.986975773E-1
1.722656250E3,3.061429794E-1
1.724121094E3,3.944747652E-1
1.725585938E3,4.681668626E-1
1.727050781E3,4.389335376E-1
1.728515625E3,9.611273251E-1
1.729980469E3,1.686562567E0
1.731445312E3,8.806332589E-1
1.732910156E3,4.315048374E-1
1.734375000E3,9.120838251E-1
1.735839844E3,4.485734156E-1
1.737304688E3,1.570872942E0
1.738769531E3,2.664392431E0
1.740234375E3,2.594255848E0
1.741699219E3,1.175051259E0
1.743164062E3,1.170159978E0
1.744628906E3,1.425976180E0
1.746093750E3,2.017359733E0
1.747558594E3,2.167395548E0
1.749023438E3,1.668185011E0
1.750488281E3,5.982194611E-1
1.751953125E3,8.312276521E-1
1.753417969E3,3.570527566E-1
1.754882812E3,1.265560064E0
1.756347656E3,1.532962428E0
1.757812500E3,8.317100462E-1
1.759277344E3,5.909719781E-1
1.760742188E3,1.168384991E0
1.762207031E3,9.579606521E-1
1.763671875E3,2.859657434E-1
1.765136719E3,6.883600644E-1
1.766601562E3,5.192397675E-1
1.768066406E3,3.892529548E-1
1.769531250E3,1.025388119E0
1.770996094E3,5.886876237E-1
1.772460938E3,8.273197876E-1
1.773925781E3,1.735680323E0
1.775390625E3,1.945812062E0
1.776855469E3,1.331931561E0
1.778320312E3,9.999933244E-1
1.779785156E3,1.683745906E0
1.781250000E3,1.428914590E0
1.782714844E3,7.052740468E-1
1.784179688E3,3.279230930E-1
1.785644531E3,3.914150698E-1
1.787109375E3,4.570090993E-1
1.788574219E3,7.140000324E-1
1.790039062E3,1.394841711E0
1.791503906E3,1.548463837E0
1.792968750E3,1.394353021E0
1.794433594E3,1.270044877E0
1.795898438E3,8.475638080E-1
1.797363281E3,9.933134258E-1
1.798828125E3,1.552194793E0
1.800292969E3,2.121162860E0
1.801757812E3,1.676200658E0
1.803222656E3,3.600448141E-1
1.804687500E3,8.845628574E-1
1.806152344E3,1.065565034E0
1.807617188E3,7.767248178E-1
1.809082031E3,7.231209814E-1
1.810546875E3,1.195576061E0
1.812011719E3,8.671942728E-1
1.813476562E3,7.145256229E-1
1.814941406E3,6.068047632E-1
1.816406250E3,1.598894262E0
1.817871094E3,1.603859262E0
1.819335938E3,1.263996781E0
1.820800781E3,8.612639762E-1
1.822265625E3,7.298802442E-1
1.823730469E3,2.346005029E-1
1.825195312E3,1.077132962E0
1.826660156E3,1.443609797E0
1.828125000E3,8.527489321E-1
1.829589844E3,5.555397176E-1
1.831054688E3,5.803374190E-1
1.832519531E3,9.418844714E-1
1.833984375E3,7.847571645E-1
1.835449219E3,5.816775806E-1
1.836914062E3,6.498243958E-1
1.838378906E3,3.247250890E-1
1.839843750E3,1.265895234E0
1.841308594E3,8.622208584E-1
1.842773438E3,1.474837815E0
1.844238281E3,1.166060934E0
1.845703125E3,8.101031849E-1
1.847167969E3,4.926739005E-1
1.848632812E3,4.972540147E-1
1.850097656E3,5.892528753E-1
1.851562500E3,1.411362293E0
1.853027344E3,1.398102760E0
1.854492188E3,9.049870457E-1
1.855957031E3,6.200204494E-1
1.857421875E3,3.099075697E-1
1.858886719E3,5.046282443E-1
1.860351562E3,1.497938509E0
1.861816406E3,1.029601686E0
1.863281250E3,8.562774027E-1
1.864746094E3,8.612235232E-1
1.866210938E3,1.288635979E0
1.867675781E3,1.871020877E0
1.869140625E3,1.309012629E0
1.870605469E3,1.323372421E0
1.872070312E3,1.470530351E0
1.873535156E3,9.089066969E-1
1.875000000E3,1.206691355E0
1.876464844E3,1.689762016E0
1.877929688E3,2.610314303E-1
1.879394531E3,6.263544488E-1
1.880859375E3,5.225689669E-1
1.882324219E3,1.147337065E0
1.883789062E3,1.114520076E0
1.885253906E3,1.061358498E0
1.886718750E3,1.109827363E0
1.888183594E3,1.031399768E0
1.889648438E3,4.294602173E-1
1.891113281E3,7.100823393E-1
1.892578125E3,8.524576984E-1
1.894042969E3,6.513167345E-1
1.895507812E3,4.798238569E-1
1.896972656E3,7.771113783E-1
1.898437500E3,5.922036185E-1
1.899902344E3,1.154150175E0
1.901367188E3,9.627210137E-1
1.902832031E3,1.021081985E-1
1.904296875E3,6.120290657E-1
1.905761719E3,1.299281003E0
1.907226562E3,1.252538780E0
1.908691406E3,1.389214197E0
1.910156250E3,6.378948539E-1
1.911621094E3,3.440083558E-1
1.913085938E3,4.879484639E-1
1.914550781E3,1.263592009E0
1.916015625E3,1.422442856E0
1.917480469E3,1.127714022E0
1.918945312E3,5.226428518E-1
1.920410156E3,3.017124269E-1
1.921875000E3,8.767511679E-1
1.923339844E3,1.365516302E0
1.924804688E3,1.767177164E0
1.926269531E3,1.531409175E0
1.927734375E3,1.406278468E0
1.929199219E3,8.713428350E-1
1.930664062E3,1.029053908E0
1.932128906E3,2.295031354E-1
1.933593750E3,5.051702615E-1
1.935058594E3,6.241608844E-1
1.936523438E3,4.370555134E-1
1.937988281E3,8.853026590E-1
1.939453125E3,1.505218723E0
1.940917969E3,4.766656071E-1
1.942382812E3,1.059621105E0
1.943847656E3,1.154486214E0
1.945312500E3,5.678779485E-1
1.946777344E3,4.115559398E-1
1.948242188E3,1.433824290E0
1.949707031E3,1.157738261E0
1.951171875E3,1.265091616E0
1.952636719E3,1.510824660E0
1.954101562E3,9.910825292E-1
1.955566406E3,9.570761083E-1
1.957031250E3,4.384304361E-1
1.958496094E3,4.070031030E-1
1.959960938E3,6.160742014E-1
1.961425781E3,8.818250180E-2
1.962890625E3,2.323345807E-1
1.964355469E3,3.664303201E-1
1.965820312E3,3.237206338E-1
1.967285156E3,5.286829849E-2
1.968750000E3,2.768875035E-1
1.970214844E3,3.358133625E-1
1.971679688E3,3.373702702E-1
1.973144531E3,6.316766112E-1
1.974609375E3,2.819068700E-1
1.976074219E3,7.830880830E-1
1.977539062E3,1.345614863E0
1.979003906E3,1.093125256E0
1.980468750E3,2.126610662E-1
1.981933594E3,7.461974190E-1
1.983398438E3,1.314563953E0
1.984863281E3,1.035638527E0
1.986328125E3,4.549650543E-1
1.987792969E3,6.339308727E-1
1.989257812E3,4.672904892E-1
1.990722656E3,9.108332242E-1
1.992187500E3,7.806826089E-1
1.993652344E3,7.428503812E-1
1.995117188E3,5.674706741E-1
1.996582031E3,1.200321184E0
1.998046875E3,1.318773248E0
1.999511719E3,1.629652153E0
2.000976562E3,1.036195960E0
2.002441406E3,3.616792855E-1
2.003906250E3,5.952051847E-1
2.005371094E3,5.763994670E-1
2.006835938E3,8.536442346E-1
2.008300781E3,6.315610671E-1
2.009765625E3,5.714440990E-1
2.011230469E3,4.217115209E-1
2.012695312E3,3.801585521E-1
2.014160156E3,4.836013531E-1
2.015625000E3,4.641870422E-1
2.017089844E3,2.469427350E-1
2.018554688E3,4.793628920E-1
2.020019531E3,6.583641697E-1
2.021484375E3,3.911834758E-1
2.022949219E3,6.535243612E-1
2.024414062E3,4.088115879E-1
2.025878906E3,7.423880280E-1
2.027343750E3,8.781780556E-1
2.028808594E3,6.163241240E-1
2.030273438E3,3.295745236E-1
2.031738281E3,6.111217242E-1
2.033203125E3,5.290989180E-1
2.034667969E3,1.057883395E0
2.036132812E3,1.611426633E0
2.037597656E3,1.024745970E0
2.039062500E3,4.699925185E-1
2.040527344E3,1.016741284E0
2.041992188E3,1.333186976E0
2.043457031E3,1.256552996E0
2.044921875E3,7.339934580E-1
2.046386719E3,8.222903319E-1
2.047851562E3,5.770520454E-1
2.049316406E3,6.949692605E-1
2.050781250E3,6.801462829E-1
2.052246094E3,6.777878060E-1
2.053710938E3,5.620403114E-1
2.055175781E3,1.815425946E-1
2.056640625E3,3.385331589E-1
2.058105469E3,8.979932174E-1
2.059570312E3,6.956658597E-1
2.061035156E3,9.194690573E-1
2.062500000E3,8.949622902E-1
2.063964844E3,3.484943731E-1
2.065429688E3,3.294490946E-1
2.066894531E3,6.035798613E-1
2.068359375E3,4.012032795E-1
2.069824219E3,4.812692685E-1
2.071289062E3,2.420497380E-1
2.072753906E3,9.387398959E-1
2.074218750E3,8.549604635E-1
2.075683594E3,1.108941250E0
2.077148438E3,1.011456995E0
2.078613281E3,1.715909553E-1
2.080078125E3,6.435213588E-1
2.081542969E3,8.714837374E-1
2.083007812E3,6.115133408E-1
2.084472656E3,1.079120688E-1
2.085937500E3,5.371033468E-1
2.087402344E3,1.834380165E-1
2.088867188E3,6.412422903E-1
2.090332031E3,6.581228890E-1
2.091796875E3,4.360859566E-1
2.093261719E3,3.404729161E-1
2.094726562E3,1.831945060E-1
2.096191406E3,2.895538240E-1
2.097656250E3,8.968691564E-2
2.099121094E3,4.872054986E-1
2.100585938E3,6.669206015E-1
2.102050781E3,6.511275203E-1
2.103515625E3,4.007333176E-1
2.104980469E3,4.305733599E-1
2.106445312E3,5.929573838E-1
2.107910156E3,5.197985255E-1
2.109375000E3,3.883173024E-1
2.110839844E3,3.974015501E-1
2.112304688E3,2.991183184E-1
2.113769531E3,6.681002691E-1
2.115234375E3,4.970786229E-1
2.116699219E3,2.547896384E-1
2.118164062E3,1.942127352E-1
2.119628906E3,2.246497535E-1
2.121093750E3,5.499101547E-1
2.122558594E3,7.435847303E-1
2.124023438E3,2.176280283E-2
2.125488281E3,4.292061029E-1
2.126953125E3,7.292815576E-1
2.128417969E3,6.549603375E-1
2.129882812E3,1.065049930E0
2.131347656E3,1.312730667E0
2.132812500E3,3.050000559E-1
2.134277344E3,4.192241863E-1
2.135742188E3,2.791342259E-1
2.137207031E3,8.380078355E-1
2.138671875E3,5.768307525E-1
2.140136719E3,4.932523554E-1
2.141601562E3,5.975614240E-1
2.143066406E3,5.971804729E-1
2.144531250E3,1.545895247E-1
2.145996094E3,7.070463100E-1
2.147460938E3,4.148704353E-1
2.148925781E3,5.185914737E-1
2.150390625E3,3.693341858E-1
2.151855469E3,8.972855760E-1
2.153320312E3,4.890604239E-1
2.154785156E3,4.716001030E-1
2.156250000E3,4.534556912E-1
2.157714844E3,7.959666828E-1
2.159179688E3,1.492171395E0
2.160644531E3,9.690638127E-1
2.162109375E3,8.330082412E-1
2.163574219E3,1.327525154E0
2.165039062E3,1.169798261E0
2.166503906E3,1.085203995E0
2.167968750E3,1.392198876E0
2.169433594E3,1.192600606E0
2.170898438E3,8.758535276E-2
2.172363281E3,4.145276077E-1
2.173828125E3,1.010133525E0
2.175292969E3,8.171893897E-1
2.176757812E3,5.366332043E-1
2.178222656E3,4.159634950E-1
2.179687500E3,3.927758703E-1
2.181152344E3,6.999825804E-1
2.182617188E3,7.343102333E-1
2.184082031E3,8.050595163E-1
2.185546875E3,4.878993551E-2
2.187011719E3,5.108396188E-1
2.188476562E3,4.903878044E-1
2.189941406E3,6.754476097E-1
2.191406250E3,4.909062428E-1
2.192871094E3,6.380581996E-1
2.194335938E3,6.828367649E-1
2.195800781E3,5.835876155E-1
2.197265625E3,3.260243576E-1
2.198730469E3,4.605624440E-1
2.200195312E3,7.705086968E-1
2.201660156E3,9.034548831E-1
2.203125000E3,4.685395085E-1
2.204589844E3,8.549018347E-1
2.206054688E3,4.363548099E-1
2.207519531E3,4.663506457E-1
2.208984375E3,2.286311531E-1
2.210449219E3,3.708981112E-1
2.211914062E3,8.732395419E-1
2.213378906E3,9.515327271E-1
2.214843750E3,7.541480458E-1
2.216308594E3,3.479076068E-1
2.217773438E3,2.965164042E-1
2.219238281E3,3.764647743E-1
2.220703125E3,7.790712956E-1
2.222167969E3,1.193489946E0
2.223632812E3,8.477017642E-1
2.225097656E3,5.633291739E-1
2.226562500E3,7.105307728E-1
2.228027344E3,1.266449646E0
2.229492188E3,1.047903114E0
2.230957031E3,1.070336917E0
2.232421875E3,9.203100200E-1
2.233886719E3,6.246130231E-1
2.235351562E3,4.231564090E-1
2.236816406E3,1.239497325E0
2.238281250E3,9.408002926E-1
2.239746094E3,1.147572893E0
2.241210938E3,7.220460983E-1
2.242675781E3,1.047895727E0
2.244140625E3,3.974414175E-1
2.245605469E3,6.677057622E-1
2.247070312E3,8.731487574E-1
2.248535156E3,9.913849561E-1
2.250000000E3,9.148762257E-1
2.251464844E3,1.074150348E-1
2.252929688E3,9.344048076E-1
2.254394531E3,7.372796330E-1
2.255859375E3,7.355858457E-1
2.257324219E3,3.891044957E-1
2.258789062E3,2.722145319E-1
2.260253906E3,4.366006784E-1
2.261718750E3,3.830384071E-1
2.263183594E3,3.470475625E-2
2.264648438E3,5.102805900E-1
2.266113281E3,3.133957794E-1
2.267578125E3,6.552891217E-1
2.269042969E3,1.013311485E0
2.270507812E3,4.200119515E-1
2.271972656E3,1.679476333E-1
2.273437500E3,3.766145141E-1
2.274902344E3,1.075227370E-1
2.276367188E3,3.453908179E-1
2.277832031E3,4.038787754E-1
2.279296875E3,7.207436047E-1
2.280761719E3,7.926191691E-1
2.282226562E3,7.187928791E-1
2.283691406E3,5.596125987E-1
2.285156250E3,9.071150038E-2
2.286621094E3,3.106172866E-1
2.288085938E3,2.051261578E-1
2.289550781E3,4.238561316E-1
2.291015625E3,5.198800745E-1
2.292480469E3,6.638063264E-1
2.293945312E3,5.569577225E-1
2.295410156E3,2.860677619E-1
2.296875000E3,2.658906399E-1
2.298339844E3,1.400190111E-1
2.299804688E3,2.896120562E-1
2.301269531E3,4.500972914E-1
2.302734375E3,3.109329863E-1
2.304199219E3,8.881039135E-2
